region,cluster_cell_type,genes
calcarine,astrocyte,DNAH7
calcarine,astrocyte,PPFIA1
calcarine,astrocyte,MAT2A
calcarine,astrocyte,KLHL32
calcarine,astrocyte,TUBA1B
calcarine,astrocyte,RAD51B
calcarine,astrocyte,CADPS
calcarine,astrocyte,COX4I1
calcarine,astrocyte,CHCHD3
calcarine,astrocyte,ACACA
calcarine,astrocyte,SOS1
calcarine,astrocyte,PREPL
calcarine,astrocyte,AAK1
calcarine,astrocyte,TRIP12
calcarine,astrocyte,PEX5L
calcarine,astrocyte,TMEM178B
calcarine,astrocyte,CLIP1
calcarine,astrocyte,BBS2
calcarine,astrocyte,CHI3L1
calcarine,astrocyte,PTAR1
calcarine,astrocyte,RPLP2
calcarine,astrocyte,CACNA1C
calcarine,astrocyte,INTU
calcarine,astrocyte,RGS6
calcarine,astrocyte,BMPR2
calcarine,astrocyte,RTN1
calcarine,astrocyte,SFPQ
calcarine,astrocyte,PPM1K
calcarine,astrocyte,CADPS2
calcarine,astrocyte,VTI1A
calcarine,astrocyte,ATP2B1
calcarine,astrocyte,KLC1
calcarine,astrocyte,GAB1
calcarine,astrocyte,B4GALNT4
calcarine,astrocyte,SPRED1
calcarine,astrocyte,RPLP1
calcarine,astrocyte,LONP2
calcarine,astrocyte,ABI2
calcarine,astrocyte,SEM1
calcarine,astrocyte,PKD1
calcarine,astrocyte,APP
calcarine,astrocyte,COPS9
calcarine,astrocyte,KMT2A
calcarine,astrocyte,RPL28
calcarine,astrocyte,PACS1
calcarine,astrocyte,SCMH1
calcarine,astrocyte,TUBA1A
calcarine,astrocyte,CHD2
calcarine,astrocyte,TGFB2
calcarine,astrocyte,RAMP1
calcarine,astrocyte,RAB11A
calcarine,astrocyte,DYM
calcarine,astrocyte,NBPF19
calcarine,astrocyte,PIBF1
calcarine,astrocyte,NALCN
calcarine,astrocyte,VPS13D
calcarine,astrocyte,EFR3A
calcarine,astrocyte,MED13
calcarine,astrocyte,ARHGAP31
calcarine,astrocyte,NUTM2A-AS1
calcarine,astrocyte,SERF2
calcarine,astrocyte,MBP
calcarine,astrocyte,WDFY2
calcarine,astrocyte,HNRNPU
calcarine,astrocyte,TSPAN7
calcarine,astrocyte,MLLT3
calcarine,astrocyte,HIF1A
calcarine,astrocyte,IQCK
calcarine,astrocyte,TAPT1-AS1
calcarine,astrocyte,CDHR3
calcarine,astrocyte,MPRIP
calcarine,astrocyte,ZMYND8
calcarine,astrocyte,STK33
calcarine,astrocyte,BABAM2
calcarine,astrocyte,ATN1
calcarine,astrocyte,TAOK1
calcarine,astrocyte,SAT1
calcarine,astrocyte,ENO2
calcarine,astrocyte,MBOAT2
calcarine,astrocyte,PLCL1
calcarine,astrocyte,TMEM232
calcarine,astrocyte,LCOR
calcarine,astrocyte,ABR
calcarine,astrocyte,ASTN1
calcarine,astrocyte,MFHAS1
calcarine,astrocyte,TLE4
calcarine,astrocyte,ETV6
calcarine,astrocyte,ELF2
calcarine,astrocyte,SGK3
calcarine,astrocyte,SLC6A11
calcarine,astrocyte,UBE2D3
calcarine,astrocyte,SLC20A2
calcarine,astrocyte,WASHC1
calcarine,astrocyte,PEAK1
calcarine,astrocyte,UBR2
calcarine,astrocyte,TMSB10
calcarine,astrocyte,DNER
calcarine,astrocyte,ZFHX3
calcarine,astrocyte,TMEM108
calcarine,astrocyte,ITGB8
calcarine,astrocyte,RALGDS
calcarine,astrocyte,RPS25
calcarine,astrocyte,SGMS1
calcarine,astrocyte,IL6ST
calcarine,astrocyte,WNK1
calcarine,astrocyte,UBE3A
calcarine,astrocyte,GALNT18
calcarine,astrocyte,CRADD
calcarine,astrocyte,DBI
calcarine,astrocyte,STAG1
calcarine,astrocyte,PTPRA
calcarine,astrocyte,MEGF10
calcarine,astrocyte,COLEC12
calcarine,astrocyte,NOL4
calcarine,astrocyte,PRRC2C
calcarine,astrocyte,PLPP1
calcarine,astrocyte,WAC
calcarine,astrocyte,CMIP
calcarine,astrocyte,TENT2
calcarine,astrocyte,ZFAND5
calcarine,astrocyte,WDR70
calcarine,astrocyte,SPIN1
calcarine,astrocyte,SLC3A2
calcarine,astrocyte,DICER1
calcarine,astrocyte,RFX7
calcarine,astrocyte,PRICKLE2
calcarine,astrocyte,IDS
calcarine,astrocyte,NPEPPS
calcarine,astrocyte,KAT2B
calcarine,astrocyte,OPCML
calcarine,astrocyte,PRKCE
calcarine,astrocyte,EFEMP1
calcarine,astrocyte,ETNPPL
calcarine,astrocyte,ADCY8
calcarine,astrocyte,ANK3
calcarine,astrocyte,NOTCH2
calcarine,astrocyte,TBL1X
calcarine,astrocyte,MAP2K5
calcarine,astrocyte,GAN
calcarine,astrocyte,PAFAH1B1
calcarine,astrocyte,ARID1A
calcarine,astrocyte,RDX
calcarine,astrocyte,ADK
calcarine,astrocyte,SORT1
calcarine,astrocyte,FGF2
calcarine,astrocyte,RALYL
calcarine,astrocyte,DNAJC1
calcarine,astrocyte,RPL13A
calcarine,astrocyte,RPRD2
calcarine,astrocyte,RAB2A
calcarine,astrocyte,PTPRJ
calcarine,astrocyte,TAF1D
calcarine,astrocyte,PUM1
calcarine,astrocyte,SRGAP3
calcarine,astrocyte,GOLGB1
calcarine,astrocyte,EHMT1
calcarine,astrocyte,PIK3C2A
calcarine,astrocyte,MERTK
calcarine,astrocyte,YAP1
calcarine,astrocyte,PFKFB3
calcarine,astrocyte,RIMS1
calcarine,astrocyte,BACH2
calcarine,astrocyte,SPATA6
calcarine,astrocyte,EIF4A2
calcarine,astrocyte,ZMYM4
calcarine,astrocyte,TBL1XR1
calcarine,astrocyte,RSF1
calcarine,astrocyte,MYO10
calcarine,astrocyte,LAMP2
calcarine,astrocyte,MT-ND4L
calcarine,astrocyte,SPATS2L
calcarine,astrocyte,FAM135A
calcarine,astrocyte,WDR60
calcarine,astrocyte,DCLK1
calcarine,astrocyte,ADGRA3
calcarine,astrocyte,DYNC1H1
calcarine,astrocyte,VGLL4
calcarine,astrocyte,RPL10
calcarine,astrocyte,TMEM165
calcarine,astrocyte,CDH10
calcarine,astrocyte,DLEU2
calcarine,astrocyte,STXBP5L
calcarine,astrocyte,SNAP91
calcarine,astrocyte,SESN1
calcarine,astrocyte,NLGN4X
calcarine,astrocyte,RB1CC1
calcarine,astrocyte,ATP9B
calcarine,astrocyte,PRDM16
calcarine,astrocyte,BBX
calcarine,astrocyte,NUTM2B-AS1
calcarine,astrocyte,ANKRD44
calcarine,astrocyte,PBRM1
calcarine,astrocyte,SCAF11
calcarine,astrocyte,FERMT2
calcarine,astrocyte,ZFYVE16
calcarine,astrocyte,KCNQ3
calcarine,astrocyte,SSH2
calcarine,astrocyte,XIST
calcarine,astrocyte,DGKB
calcarine,astrocyte,PTPN4
calcarine,astrocyte,MAGI3
calcarine,astrocyte,NEMF
calcarine,astrocyte,CLEC16A
calcarine,astrocyte,ITGB4
calcarine,astrocyte,WDR7
calcarine,astrocyte,RPL27A
calcarine,astrocyte,UGGT2
calcarine,astrocyte,KCNN3
calcarine,astrocyte,RAB7A
calcarine,astrocyte,LINC01748
calcarine,astrocyte,PAN3
calcarine,astrocyte,TTLL7
calcarine,astrocyte,DYRK1A
calcarine,astrocyte,SLC39A12
calcarine,astrocyte,RPL38
calcarine,astrocyte,IGSF11
calcarine,astrocyte,HIPK2
calcarine,astrocyte,TTC19
calcarine,astrocyte,PRDX1
calcarine,astrocyte,PSD2
calcarine,astrocyte,ENHO
calcarine,astrocyte,TXNRD1
calcarine,astrocyte,RSRP1
calcarine,astrocyte,PPM1B
calcarine,astrocyte,GSK3B
calcarine,astrocyte,ZBTB16
calcarine,astrocyte,RBBP6
calcarine,astrocyte,COX5B
calcarine,astrocyte,INSR
calcarine,astrocyte,PER3
calcarine,astrocyte,TBC1D19
calcarine,astrocyte,COX6C
calcarine,astrocyte,CEP170
calcarine,astrocyte,MAOB
calcarine,astrocyte,PDS5B
calcarine,astrocyte,PMP22
calcarine,astrocyte,KAT2A
calcarine,astrocyte,S100A1
calcarine,astrocyte,PLOD2
calcarine,astrocyte,GABRG1
calcarine,astrocyte,NAP1L1
calcarine,astrocyte,RGMA
calcarine,astrocyte,TLK1
calcarine,astrocyte,SUMF1
calcarine,astrocyte,AP3B1
calcarine,astrocyte,MTDH
calcarine,astrocyte,HECTD4
calcarine,astrocyte,COP1
calcarine,astrocyte,DIP2B
calcarine,astrocyte,MYO5A
calcarine,astrocyte,SAFB2
calcarine,astrocyte,KIAA2026
calcarine,astrocyte,ACOT11
calcarine,astrocyte,XRN1
calcarine,astrocyte,NDRG4
calcarine,astrocyte,SLC27A1
calcarine,astrocyte,ZFR
calcarine,astrocyte,CALN1
calcarine,astrocyte,SEC14L1
calcarine,astrocyte,PUM2
calcarine,astrocyte,RPS23
calcarine,astrocyte,ESF1
calcarine,astrocyte,PTGES3
calcarine,astrocyte,HIP1R
calcarine,astrocyte,ZFYVE28
calcarine,astrocyte,ELL2
calcarine,astrocyte,PPM1L
calcarine,astrocyte,INTS10
calcarine,astrocyte,RABGAP1
calcarine,astrocyte,CHKA
calcarine,astrocyte,ANKRD10
calcarine,astrocyte,ZDHHC21
calcarine,astrocyte,SEPT2
calcarine,astrocyte,STRBP
calcarine,astrocyte,CEP112
calcarine,astrocyte,METRN
calcarine,astrocyte,EDIL3
calcarine,astrocyte,CYFIP2
calcarine,astrocyte,ARID5B
calcarine,astrocyte,B2M
calcarine,astrocyte,GOLIM4
calcarine,astrocyte,ACACB
calcarine,astrocyte,SREBF2
calcarine,astrocyte,INVS
calcarine,astrocyte,ZNF462
calcarine,astrocyte,ANKRD36
calcarine,astrocyte,CREBBP
calcarine,astrocyte,RPL23A
calcarine,astrocyte,MAP3K13
calcarine,astrocyte,ARHGEF7
calcarine,astrocyte,RPS6KA5
calcarine,astrocyte,EXT1
calcarine,astrocyte,ANKRD11
calcarine,astrocyte,PI4KA
calcarine,astrocyte,NSD1
calcarine,astrocyte,SRI
calcarine,astrocyte,METTL15
calcarine,astrocyte,HACD3
calcarine,astrocyte,SOD1
calcarine,astrocyte,EVI5
calcarine,astrocyte,PCBP2
calcarine,astrocyte,TAF15
calcarine,astrocyte,TANC2
calcarine,astrocyte,PDXDC1
calcarine,astrocyte,TERF2IP
calcarine,astrocyte,AC027117.2
calcarine,astrocyte,PKIA
calcarine,astrocyte,PCNX1
calcarine,astrocyte,DPH6
calcarine,astrocyte,EYA2
calcarine,astrocyte,SNED1
calcarine,astrocyte,IQCJ-SCHIP1
calcarine,astrocyte,RASSF4
calcarine,astrocyte,LRRC7
calcarine,astrocyte,SNTG1
calcarine,astrocyte,SF1
calcarine,astrocyte,SESN3
calcarine,astrocyte,CCNY
calcarine,astrocyte,RAB31
calcarine,astrocyte,LARGE1
calcarine,astrocyte,ITGA7
calcarine,astrocyte,PDE8A
calcarine,astrocyte,ZNF644
calcarine,astrocyte,TTN-AS1
calcarine,astrocyte,UBE2E3
calcarine,astrocyte,CD47
calcarine,astrocyte,AC124312.1
calcarine,astrocyte,FXYD1
calcarine,astrocyte,UQCRH
calcarine,astrocyte,ENAH
calcarine,astrocyte,FNDC3B
calcarine,astrocyte,FAM120B
calcarine,astrocyte,UBE2H
calcarine,astrocyte,DOCK5
calcarine,astrocyte,SPPL3
calcarine,astrocyte,MT1F
calcarine,astrocyte,UQCR10
calcarine,astrocyte,RPL35A
calcarine,astrocyte,RAB6A
calcarine,astrocyte,RPS19
calcarine,astrocyte,RPL11
calcarine,astrocyte,FOXJ3
calcarine,astrocyte,CCNI
calcarine,astrocyte,AIG1
calcarine,astrocyte,GRINA
calcarine,astrocyte,SECISBP2L
calcarine,astrocyte,RAB10
calcarine,astrocyte,SETD2
calcarine,astrocyte,STMN1
calcarine,astrocyte,UTRN
calcarine,astrocyte,ATP5PF
calcarine,astrocyte,TSC22D2
calcarine,astrocyte,PDS5A
calcarine,astrocyte,OLFM1
calcarine,astrocyte,TPCN1
calcarine,astrocyte,ECHDC2
calcarine,astrocyte,ZNF148
calcarine,astrocyte,UBA6-AS1
calcarine,astrocyte,SLC25A37
calcarine,astrocyte,CNKSR2
calcarine,astrocyte,NSF
calcarine,astrocyte,SUN2
calcarine,astrocyte,DNAJC6
calcarine,astrocyte,EPHX1
calcarine,astrocyte,WWC1
calcarine,astrocyte,COBL
calcarine,astrocyte,TTBK2
calcarine,astrocyte,ARIH1
calcarine,astrocyte,NPAS2
calcarine,astrocyte,LRRFIP2
calcarine,astrocyte,EPN2
calcarine,astrocyte,AGO3
calcarine,astrocyte,PRDX6
calcarine,astrocyte,OCIAD1
calcarine,astrocyte,MARCH3
calcarine,astrocyte,UBE2B
calcarine,astrocyte,MAGED1
calcarine,astrocyte,HNRNPK
calcarine,astrocyte,CTNNA3
calcarine,astrocyte,ARID2
calcarine,astrocyte,CLTC
calcarine,astrocyte,VAPA
calcarine,astrocyte,RPL35
calcarine,astrocyte,DNM1
calcarine,astrocyte,APC2
calcarine,astrocyte,RPS27A
calcarine,astrocyte,CPLANE1
calcarine,astrocyte,TTC37
calcarine,astrocyte,AMER2
calcarine,astrocyte,PTPN9
calcarine,astrocyte,TMED10
calcarine,astrocyte,RPL36
calcarine,astrocyte,RAB3GAP1
calcarine,astrocyte,TRPC1
calcarine,astrocyte,BICC1
calcarine,astrocyte,KIAA0232
calcarine,astrocyte,CNTN5
calcarine,astrocyte,AKAP13
calcarine,astrocyte,RHOT1
calcarine,astrocyte,TMEM144
calcarine,astrocyte,PAM
calcarine,astrocyte,CDC14B
calcarine,astrocyte,BCLAF1
calcarine,astrocyte,LRMDA
calcarine,astrocyte,ADAM10
calcarine,astrocyte,HNRNPA3
calcarine,astrocyte,AC104596.1
calcarine,astrocyte,PDE3B
calcarine,astrocyte,PHF21B
calcarine,astrocyte,HIVEP2
calcarine,astrocyte,BEX3
calcarine,astrocyte,CTNNB1
calcarine,astrocyte,TAX1BP1
calcarine,astrocyte,ATP2A2
calcarine,astrocyte,FAM182B
calcarine,astrocyte,RBPJ
calcarine,astrocyte,RHEB
calcarine,astrocyte,CYB5B
calcarine,astrocyte,MUM1
calcarine,astrocyte,RICTOR
calcarine,astrocyte,HSPA1B
calcarine,astrocyte,GLI3
calcarine,astrocyte,PNPLA8
calcarine,astrocyte,GPC6
calcarine,astrocyte,MDM4
calcarine,astrocyte,PJA2
calcarine,astrocyte,WASF3
calcarine,astrocyte,GTDC1
calcarine,astrocyte,ABCA2
calcarine,astrocyte,SMG1
calcarine,astrocyte,LMBRD1
calcarine,astrocyte,MNAT1
calcarine,astrocyte,MICALL2
calcarine,astrocyte,AK3
calcarine,astrocyte,TMEM135
calcarine,astrocyte,CPNE8
calcarine,astrocyte,RNF115
calcarine,astrocyte,SPP1
calcarine,astrocyte,SUPT3H
calcarine,astrocyte,AC002429.2
calcarine,astrocyte,YPEL3
calcarine,astrocyte,OLFM2
calcarine,astrocyte,PHYHIP
calcarine,astrocyte,ZMYND11
calcarine,astrocyte,USP24
calcarine,astrocyte,CSRNP3
calcarine,astrocyte,PSMD1
calcarine,astrocyte,RIMS2
calcarine,astrocyte,PTPRS
calcarine,astrocyte,DPYD
calcarine,astrocyte,KCNQ5
calcarine,astrocyte,GDAP1
calcarine,astrocyte,FGF12
calcarine,astrocyte,SH3PXD2B
calcarine,astrocyte,COL4A5
calcarine,astrocyte,DPP7
calcarine,astrocyte,PREX1
calcarine,astrocyte,DMXL1
calcarine,astrocyte,PHC3
calcarine,astrocyte,TRAPPC9
calcarine,astrocyte,BBS9
calcarine,astrocyte,TACC1
calcarine,astrocyte,ADNP
calcarine,astrocyte,SKP1
calcarine,astrocyte,HSD17B12
calcarine,astrocyte,ARID4A
calcarine,astrocyte,NFIX
calcarine,astrocyte,SPTBN4
calcarine,astrocyte,ROBO1
calcarine,astrocyte,SLC27A6
calcarine,astrocyte,BTRC
calcarine,astrocyte,NMT1
calcarine,astrocyte,UBE2K
calcarine,astrocyte,HNRNPH1
calcarine,astrocyte,NIN
calcarine,astrocyte,ARHGEF3
calcarine,astrocyte,SLC25A29
calcarine,astrocyte,VSNL1
calcarine,astrocyte,CAPS2
calcarine,astrocyte,NLK
calcarine,astrocyte,ZNF91
calcarine,astrocyte,TRIM33
calcarine,astrocyte,LYST
calcarine,astrocyte,SF3B1
calcarine,astrocyte,TBCA
calcarine,astrocyte,CRTC3
calcarine,astrocyte,ZNF207
calcarine,astrocyte,HCG17
calcarine,astrocyte,PLPP3
calcarine,astrocyte,ROCK2
calcarine,astrocyte,ANKRD28
calcarine,astrocyte,RNF13
calcarine,astrocyte,RAB11FIP2
calcarine,astrocyte,MORF4L1
calcarine,astrocyte,APLP1
calcarine,astrocyte,MTMR3
calcarine,astrocyte,MFAP3L
calcarine,astrocyte,SLC18B1
calcarine,astrocyte,NEDD4L
calcarine,astrocyte,NRDC
calcarine,astrocyte,CLK1
calcarine,astrocyte,GIGYF2
calcarine,astrocyte,COMMD10
calcarine,astrocyte,ARFGEF1
calcarine,astrocyte,CCAR1
calcarine,astrocyte,TMTC1
calcarine,astrocyte,LINC00882
calcarine,astrocyte,CCSER1
calcarine,astrocyte,FBXW7
calcarine,astrocyte,AMBRA1
calcarine,astrocyte,CFL1
calcarine,astrocyte,HYDIN
calcarine,astrocyte,INPP4B
calcarine,astrocyte,WDR17
calcarine,astrocyte,NRF1
calcarine,astrocyte,CEBPD
calcarine,astrocyte,NRP1
calcarine,astrocyte,KAT6B
calcarine,astrocyte,ATRNL1
calcarine,astrocyte,NR3C1
calcarine,astrocyte,KCNJ10
calcarine,astrocyte,SAMD12
calcarine,astrocyte,FOCAD
calcarine,astrocyte,R3HDM2
calcarine,astrocyte,MRAS
calcarine,astrocyte,NSMF
calcarine,astrocyte,RB1
calcarine,astrocyte,SYT17
calcarine,astrocyte,APOO
calcarine,astrocyte,KANTR
calcarine,astrocyte,AC087564.1
calcarine,astrocyte,PLEKHG1
calcarine,astrocyte,STIM2
calcarine,astrocyte,ATP5F1B
calcarine,astrocyte,UBR1
calcarine,astrocyte,RPS6KC1
calcarine,astrocyte,RBM5
calcarine,astrocyte,SERINC1
calcarine,astrocyte,PMP2
calcarine,astrocyte,TCF25
calcarine,astrocyte,MAPK1
calcarine,astrocyte,KIF2A
calcarine,astrocyte,P4HA1
calcarine,astrocyte,INPP5F
calcarine,astrocyte,HELZ
calcarine,astrocyte,COL16A1
calcarine,astrocyte,RYR2
calcarine,astrocyte,MGAT5
calcarine,astrocyte,PABPC1
calcarine,astrocyte,AC098850.3
calcarine,astrocyte,NBAS
calcarine,astrocyte,SLC8A1
calcarine,astrocyte,RPL15
calcarine,astrocyte,MARCH1
calcarine,astrocyte,NACC2
calcarine,astrocyte,SCRG1
calcarine,astrocyte,AUH
calcarine,astrocyte,PCDH9-AS2
calcarine,astrocyte,ATP6V1H
calcarine,astrocyte,NPTN
calcarine,astrocyte,CTIF
calcarine,astrocyte,UTY
calcarine,astrocyte,KIF1A
calcarine,astrocyte,DCUN1D4
calcarine,astrocyte,AFF4
calcarine,astrocyte,YWHAG
calcarine,astrocyte,ECPAS
calcarine,astrocyte,MAPK8IP3
calcarine,astrocyte,TMEM132A
calcarine,astrocyte,GCC2
calcarine,astrocyte,FXR1
calcarine,astrocyte,THOC2
calcarine,astrocyte,ABHD2
calcarine,astrocyte,DNAJB2
calcarine,astrocyte,USP54
calcarine,astrocyte,INTS6
calcarine,astrocyte,TMOD2
calcarine,astrocyte,FAM19A5
calcarine,astrocyte,LRCH3
calcarine,astrocyte,ERCC6L2
calcarine,astrocyte,PTEN
calcarine,astrocyte,TPI1
calcarine,astrocyte,ATP5MPL
calcarine,astrocyte,RASAL2
calcarine,astrocyte,SLMAP
calcarine,astrocyte,PIK3CA
calcarine,astrocyte,RPL37
calcarine,astrocyte,SEPT8
calcarine,astrocyte,CNOT4
calcarine,astrocyte,CDH4
calcarine,astrocyte,SUGP2
calcarine,astrocyte,CEP290
calcarine,astrocyte,SNTA1
calcarine,astrocyte,CLIP4
calcarine,astrocyte,SPAG16
calcarine,astrocyte,UCHL1
calcarine,astrocyte,ASCC3
calcarine,astrocyte,ELMO1
calcarine,astrocyte,CNOT2
calcarine,astrocyte,DCAF6
calcarine,astrocyte,TFDP2
calcarine,astrocyte,AC108866.1
calcarine,astrocyte,CTNNA1
calcarine,astrocyte,XKR6
calcarine,astrocyte,CSPP1
calcarine,astrocyte,RPL30
calcarine,astrocyte,LRRC8A
calcarine,astrocyte,KDM2A
calcarine,astrocyte,NFIC
calcarine,astrocyte,TTTY14
calcarine,astrocyte,TIMP3
calcarine,astrocyte,LENG8
calcarine,astrocyte,DZIP3
calcarine,astrocyte,HSPH1
calcarine,astrocyte,KCND3
calcarine,astrocyte,CRIM1
calcarine,astrocyte,LRRC3B
calcarine,astrocyte,PHF3
calcarine,astrocyte,POU6F2
calcarine,astrocyte,NAP1L4
calcarine,astrocyte,PHLDB1
calcarine,astrocyte,NSUN6
calcarine,astrocyte,SLC22A17
calcarine,astrocyte,ITSN2
calcarine,astrocyte,NDUFB4
calcarine,astrocyte,PBXIP1
calcarine,astrocyte,SLC25A12
calcarine,astrocyte,ZNF608
calcarine,astrocyte,TBC1D32
calcarine,astrocyte,RUNX1T1
calcarine,astrocyte,ACIN1
calcarine,astrocyte,CBR4
calcarine,astrocyte,FAR1
calcarine,astrocyte,PSPC1
calcarine,astrocyte,TLN2
calcarine,astrocyte,CDIP1
calcarine,astrocyte,DSCAM
calcarine,astrocyte,CWF19L2
calcarine,astrocyte,CNP
calcarine,astrocyte,CECR2
calcarine,astrocyte,CAPN2
calcarine,astrocyte,EPHB1
calcarine,astrocyte,COX7B
calcarine,astrocyte,EID1
calcarine,astrocyte,ZFAND6
calcarine,astrocyte,ZNF521
calcarine,astrocyte,RPL18
calcarine,astrocyte,KIAA0319L
calcarine,astrocyte,AC092683.1
calcarine,astrocyte,FP236383.1
calcarine,astrocyte,CCNL2
calcarine,astrocyte,COPA
calcarine,astrocyte,BOD1L1
calcarine,astrocyte,SLC22A23
calcarine,astrocyte,YAF2
calcarine,astrocyte,DCAF5
calcarine,astrocyte,PPP6R2
calcarine,astrocyte,HIVEP3
calcarine,astrocyte,XPR1
calcarine,astrocyte,PPIG
calcarine,astrocyte,AEBP1
calcarine,astrocyte,RPS20
calcarine,astrocyte,GAB2
calcarine,astrocyte,STAT3
calcarine,astrocyte,ZNF532
calcarine,astrocyte,CSTB
calcarine,astrocyte,CERS6
calcarine,astrocyte,CANX
calcarine,astrocyte,MTCH1
calcarine,astrocyte,GRIA4
calcarine,astrocyte,WBP2
calcarine,astrocyte,JUND
calcarine,astrocyte,COX6B1
calcarine,astrocyte,RPS8
calcarine,astrocyte,CDC14A
calcarine,astrocyte,ZSWIM5
calcarine,astrocyte,ACBD6
calcarine,astrocyte,C6orf62
calcarine,astrocyte,UMAD1
calcarine,astrocyte,RPS6
calcarine,astrocyte,KATNBL1
calcarine,astrocyte,BTBD8
calcarine,astrocyte,STXBP1
calcarine,astrocyte,ST8SIA1
calcarine,astrocyte,LSM14A
calcarine,astrocyte,UBXN4
calcarine,astrocyte,PKD2
calcarine,astrocyte,ZC2HC1A
calcarine,astrocyte,TMEM87A
calcarine,astrocyte,PRKCB
calcarine,astrocyte,NORAD
calcarine,astrocyte,IKZF2
calcarine,astrocyte,AGTPBP1
calcarine,astrocyte,ANTXR1
calcarine,astrocyte,KLF7
calcarine,astrocyte,PPA2
calcarine,astrocyte,RFX3-AS1
calcarine,astrocyte,ATF7IP
calcarine,astrocyte,ATP6V0A1
calcarine,astrocyte,DNM1L
calcarine,astrocyte,RGCC
calcarine,astrocyte,YLPM1
calcarine,astrocyte,ATP9A
calcarine,astrocyte,TECR
calcarine,astrocyte,DTNB
calcarine,astrocyte,COMMD1
calcarine,astrocyte,STPG2
calcarine,astrocyte,FRMPD4
calcarine,astrocyte,TMEM132B
calcarine,astrocyte,SENP7
calcarine,astrocyte,VEZT
calcarine,astrocyte,USP33
calcarine,astrocyte,EIF5B
calcarine,astrocyte,SPART
calcarine,astrocyte,POLK
calcarine,astrocyte,GNB1
calcarine,astrocyte,KNOP1
calcarine,astrocyte,VPS53
calcarine,astrocyte,PLD3
calcarine,astrocyte,DARS
calcarine,astrocyte,AASDH
calcarine,astrocyte,FARS2
calcarine,astrocyte,DGKZ
calcarine,astrocyte,KIAA1468
calcarine,astrocyte,ATAD2B
calcarine,astrocyte,PCLO
calcarine,astrocyte,PDK4
calcarine,astrocyte,AL139260.1
calcarine,astrocyte,DYNC1I2
calcarine,astrocyte,QDPR
calcarine,astrocyte,DNAJB14
calcarine,astrocyte,PRMT2
calcarine,astrocyte,RASA1
calcarine,astrocyte,SQSTM1
calcarine,astrocyte,ELOVL5
calcarine,astrocyte,CDK19
calcarine,astrocyte,SLC7A2
calcarine,astrocyte,LINC02256
calcarine,astrocyte,TXNIP
calcarine,astrocyte,BIN1
calcarine,astrocyte,DCUN1D1
calcarine,astrocyte,KIF3A
calcarine,astrocyte,AVL9
calcarine,astrocyte,CALM3
calcarine,astrocyte,RPS11
calcarine,astrocyte,PHACTR4
calcarine,astrocyte,TGFBR3
calcarine,astrocyte,ASAP2
calcarine,astrocyte,SETX
calcarine,astrocyte,CD44
calcarine,astrocyte,EVL
calcarine,astrocyte,EIF5
calcarine,astrocyte,SH3BGRL
calcarine,astrocyte,SUZ12
calcarine,astrocyte,EMX2OS
calcarine,astrocyte,PABPN1
calcarine,astrocyte,MAP2K4
calcarine,astrocyte,DMTF1
calcarine,astrocyte,MRVI1
calcarine,astrocyte,ZDHHC17
calcarine,astrocyte,FBXL20
calcarine,astrocyte,KAT6A
calcarine,astrocyte,APBB1
calcarine,astrocyte,ITCH
calcarine,astrocyte,YWHAB
calcarine,astrocyte,RAB1A
calcarine,astrocyte,HDAC4
calcarine,astrocyte,PRRC2B
calcarine,astrocyte,ATP5MG
calcarine,astrocyte,ZNF438
calcarine,astrocyte,FAM19A2
calcarine,astrocyte,RABEP1
calcarine,astrocyte,ATM
calcarine,astrocyte,STRN3
calcarine,astrocyte,UNC79
calcarine,astrocyte,AC012593.1
calcarine,astrocyte,ZNF721
calcarine,astrocyte,SHTN1
calcarine,astrocyte,ASXL1
calcarine,astrocyte,DYNLRB1
calcarine,astrocyte,PTPRF
calcarine,astrocyte,CUL3
calcarine,astrocyte,CTTN
calcarine,astrocyte,SLTM
calcarine,astrocyte,AC053527.1
calcarine,astrocyte,KCND2
calcarine,astrocyte,SCARA3
calcarine,astrocyte,CACNA1B
calcarine,astrocyte,UBL3
calcarine,astrocyte,SLAIN1
calcarine,astrocyte,ALOX12-AS1
calcarine,astrocyte,USP32
calcarine,astrocyte,BCAN
calcarine,astrocyte,ROBO2
calcarine,astrocyte,FBXL5
calcarine,astrocyte,USP15
calcarine,astrocyte,SPRED2
calcarine,astrocyte,RANBP9
calcarine,astrocyte,MDGA2
calcarine,astrocyte,LINC00623
calcarine,astrocyte,DHFR
calcarine,astrocyte,PCMTD1
calcarine,astrocyte,KIF5B
calcarine,astrocyte,FNDC3A
calcarine,astrocyte,DNAJB1
calcarine,astrocyte,SSBP3
calcarine,astrocyte,FAM49A
calcarine,astrocyte,WFS1
calcarine,astrocyte,NR2F1
calcarine,astrocyte,NACA
calcarine,astrocyte,TRPM7
calcarine,astrocyte,FAM214A
calcarine,astrocyte,ELOB
calcarine,astrocyte,MINK1
calcarine,astrocyte,NUFIP2
calcarine,astrocyte,AC091826.2
calcarine,astrocyte,FAM13B
calcarine,astrocyte,HIVEP1
calcarine,astrocyte,TOMM7
calcarine,astrocyte,THADA
calcarine,astrocyte,LARP7
calcarine,astrocyte,BNIP3L
calcarine,astrocyte,NECAB1
calcarine,astrocyte,KIAA1328
calcarine,astrocyte,ACER3
calcarine,astrocyte,MKL1
